,cluster_broad,date_publish,outlet,headline
1194,12,2019-08-30 00:00:00,NPR,Appeals Court Reverses Gun Conviction In Kate Steinle Killing
1195,3,2019-08-30 00:00:00,NPR,Democrats Scrap Plans For Virtual Iowa Caucus Over Security Concerns : NPR
1196,12,2019-08-30 00:00:00,NPR,Trial Date Set For 5 Men Charged In 9/11 Terrorist Attacks : NPR
1197,3,2019-08-30 00:00:00,NPR,Democrats Scrap Plans For Virtual Iowa Caucus Over Security Concerns : NPR
1198,9,2019-08-30 00:00:00,The New York Times,Trump’s Methane Rule Rollback Divides Oil and Gas Industry
1199,3,2019-08-30 00:00:00,NPR,Biden Campaigns In South Carolina
1200,0,2019-08-30 00:00:00,The New York Times,DeVos Toughens Rules for Student Borrowers Bilked by Colleges
1201,12,2019-08-30 00:00:00,The New York Times,Trial for Men Charged With Plotting Sept. 11 Attacks Is Set for 2021
1202,4,2019-08-30 00:00:00,NPR,The Key Role Pakistan Is Playing In U.S.-Taliban Talks
1203,10,2019-08-30 00:00:00,NPR,Alabama Gov. Kay Ivey Apologizes For Wearing Blackface In College Skit
1204,0,2019-08-30 00:00:00,The New York Times,YouTube Said to Be Fined Up to $200 Million for Children’s Privacy Violations
1205,6,2019-08-30 00:00:00,The New York Times,Sacklers vs. States: Settlement Talks Stumble Over Foreign Business
1206,2,2019-08-30 00:00:00,NPR,U.S. Faces Challenges In Managing Tensions Between South Korea And Japan
1208,5,2019-08-30 00:00:00,NPR,Brexit Watch: Why The Move To Suspend U.K. Parliament Matters
1209,0,2019-08-30 00:00:00,The New York Times,"German Elections Reveal, and Deepen, a New East-West Divide"
1210,3,2019-08-30 00:00:00,NPR,Biden Campaigns In South Carolina
1211,10,2019-08-30 00:00:00,The New York Times,Michael Flynn Seeks a Delay in Sentencing as His Lawyers Try New Approach
1212,12,2019-08-30 00:00:00,NPR,Trial Date Set For 5 Men Charged Over 9/11 Terrorist Attacks : NPR
1213,14,2019-08-30 00:00:00,NPR,Hong Kong Democracy Activists Arrested
1214,14,2019-08-30 00:00:00,NPR,Police Bear Brunt Of Public Anger As Hong Kong Refuses To Accept Protesters' Demands
1215,2,2019-08-30 00:00:00,NPR,"Australia Says Great Barrier Reef Has 'Very Poor' Outlook, Climate Change To Blame"
1216,14,2019-08-30 00:00:00,NPR,Hong Kong Democracy Activists Arrested
1217,13,2019-08-30 00:00:00,NPR,Trump Says GM Needs To Bring The Jobs Back Home
1219,1,2019-08-30 00:00:54,Los Angeles Times,"Uber, Lyft warn they'll take the fight over workplace rules to California voters"
1221,10,2019-08-30 00:12:00,The Washington Post,Alabama Gov. Kay Ivey apologizes for wearing blackface in a college skit
1222,13,2019-08-30 00:18:25,Reuters,"China's Xi says 'bigger step' possible in offshore oil, gas development with Philippines"
1223,5,2019-08-30 00:19:36,Yahoo! News,British PM warns MPs against trying to block Brexit
1224,11,2019-08-30 00:23:40,Yahoo! News,"Trump ushers in U.S. Space Command, with Space Force (or Corps) in the works"
1225,12,2019-08-30 00:27:25,CNN,Authorities arrest a Queens resident for allegedly plotting an ISIS-inspired attack
1226,0,2019-08-30 00:28:20,The Washington Post,2nd county near ‘Storm Area 51’ event OK’s emergency order
1227,0,2019-08-30 00:28:26,The Washington Post,New Mexico official: Retake state land leased to Epstein
1228,3,2019-08-30 00:41:58,Politico,"DNC to recommend scrapping Iowa, Nevada virtual caucuses"
1229,10,2019-08-30 00:46:18,The Washington Post,Alabama governor apologizes for wearing blackface in college
1230,7,2019-08-30 00:47:44,Reuters,Trump says Florida faces 'absolute monster' hurricane
1232,0,2019-08-30 01:00:47,Yahoo! News,Specter of 'Storm Area 51' leads second Nevada county to OK emergency order
1233,0,2019-08-30 01:00:47,USA Today,"Nye County, Nevada, declares an emergency order"
1234,11,2019-08-30 01:01:17,The Washington Post,Colombia peace tribunal orders the arrest of four FARC rebel leaders who have pledged to rearm
1235,10,2019-08-30 01:10:26,HuffPost,Texas Governor: 'Mistakes Were Made' In Immigrant Rhetoric Before El Paso Shooting
1236,14,2019-08-30 01:13:37,The Washington Post,Student leader Joshua Wong arrested in Hong Kong
1237,0,2019-08-30 01:14:11,Reuters,New Mexico official orders cancellation of Jeffrey Epstein land leases
1238,14,2019-08-30 01:26:02,Reuters,Hong Kong democracy activist Joshua Wong arrested ahead of weekend protests
1239,14,2019-08-30 01:26:02,Reuters,Chinese troops in Hong Kong won't 'sit on hands' if situation worsens: China Daily
1240,13,2019-08-30 01:42:07,Reuters,"China's Xi sees bigger role for joint development of offshore oil, gas with Philippines"
1241,10,2019-08-30 01:44:27,Yahoo! News,Trump’s executive assistant resigns from White House
1242,14,2019-08-30 01:48:03,Yahoo! News,"Hong Kong Democracy Activists Joshua Wong and Agnes Chow Have Been Arrested, Party Says"
1243,6,2019-08-30 01:48:49,The Washington Post,Veterans Affairs officials investigating 11 deaths at Louis A. Johnson VA Medical Center
1244,11,2019-08-30 01:50:19,Yahoo! News,Colombia FARC negotiators say they are taking up arms again
1245,12,2019-08-30 01:55:42,USA Today,Colorado woman who gave birth alone in jail cell files federal lawsuit
1246,2,2019-08-30 02:02:34,The Guardian,"Great Barrier Reef outlook now 'very poor', Australian government review says"
1247,3,2019-08-30 02:11:04,CBS News,2020 Daily Trail Markers: 10 candidates in one debate in September
1248,14,2019-08-30 02:17:31,Fox News,Hong Kong police arrest at least 3 pro-democracy activists
1249,14,2019-08-30 02:29:13,The Washington Post,Hong Kong pro-democracy group says Joshua Wong arrested
1251,10,2019-08-30 02:38:57,HuffPost,Madeleine Westerhout Out As Trump's Personal Assistant: Reports
1252,14,2019-08-30 03:06:18,CNN,Hong Kong protest leaders arrested: Live updates
1253,14,2019-08-30 03:06:18,CNN,Hong Kong protest leaders arrested: Live updates
1254,8,2019-08-30 03:18:14,HuffPost,"Nevada Student Arrested With Rifle, 2,000 Rounds Of Ammunition In Car"
1255,4,2019-08-30 03:27:55,The Washington Post,Satellite photos show burning Iran space center launch pad
1256,14,2019-08-30 03:33:32,Reuters,Hong Kong democracy activist Joshua Wong among three arrested before weekend protests
1257,3,2019-08-30 03:33:44,USA Today,Iowa's first-in-the-nation caucus status in jeopardy
1258,3,2019-08-30 03:34:26,The Washington Post,Issa moves toward challenging indicted US Rep Duncan Hunter
1259,10,2019-08-30 03:38:19,CBS News,Trump's personal assistant Madeleine Westerhout abruptly resigns
1260,10,2019-08-30 03:38:19,CBS News,Trump personal assistant leaves: Madeleine Westerhout resigns abruptly
1261,3,2019-08-30 03:45:13,The Washington Post,"DNC to recommend scrapping Iowa, Nevada virtual caucus plans"
1262,11,2019-08-30 03:53:17,Reuters,"Ukraine official says Ukraine, Russia swapped prisoners, including sailors"
1263,0,2019-08-30 04:00:15,The Guardian,German elections: AfD finds rich seam ​in city clinging on to coal​
1264,11,2019-08-30 04:04:18,Yahoo! News,Colombian rebels' rearming ups pressure for Maduro
1265,12,2019-08-30 04:04:28,BBC,Google finds 'indiscriminate iPhone attack lasting years'
1266,14,2019-08-30 04:20:28,The Washington Post,Hong Kong police say Joshua Wong and another pro-democracy group member were arrested for role in police station protest
1267,14,2019-08-30 04:23:17,Los Angeles Times,Hong Kong police arrest Joshua Wong and other activists on the eve of a banned protest march
1268,13,2019-08-30 04:31:25,Reuters,China CO2 emission targets at risk from U.S. trade war: official
1269,14,2019-08-30 04:31:36,The Washington Post,The Latest: Organizers cancel Hong Kong’s Saturday protest
1270,14,2019-08-30 04:33:34,Reuters,Hong Kong activist Joshua Wong arrested in crackdown on protests
1271,0,2019-08-30 04:35:58,The Washington Post,Citizenship list in Indian state sparks fears for millions
1272,3,2019-08-30 04:39:00,Los Angeles Times,Democrats may scrap plans to let some states hold virtual caucuses in 2020
1273,14,2019-08-30 04:43:12,The Washington Post,Organizers cancel Hong Kong pro-democracy protest set for Saturday after authorities deny permission
1274,10,2019-08-30 04:58:28,Los Angeles Times,"Madeleine Westerhout, Trump's aide and gatekeeper, resigns"
1275,2,2019-08-30 05:00:15,The Guardian,Amazon's doorbell camera Ring is working with police - and controlling what they say
1276,6,2019-08-30 05:03:15,The Washington Post,"Probes of e-cigarette giant Juul underway in Illinois, DC"
1277,14,2019-08-30 05:05:08,Yahoo! News,Three Hong Kong Protest Leaders Arrested Before Weekend Rallies
1278,13,2019-08-30 05:08:04,Reuters,China CO2 emission targets at risk from U.S. trade war: official
1280,3,2019-08-30 05:10:10,CBS News,"""So what?"": South Carolina Democrats not bothered by Joe Biden's gaffes"
1281,6,2019-08-30 05:10:19,The Washington Post,"Probes of e-cigarette giant Juul underway in Illinois, DC"
1282,13,2019-08-30 05:17:02,Yahoo! News,China CO2 emission targets at risk from U.S. trade war: official
1283,6,2019-08-30 05:40:14,Reuters,Uganda says latest Ebola patient to be returned to Congo
1284,6,2019-08-30 05:44:43,The Washington Post,Where did the Sacklers move cash from their opioid maker?
1285,11,2019-08-30 05:54:24,Reuters,Ukraine president's office says no prisoner swap with Russia yet
1286,11,2019-08-30 05:56:07,The Washington Post,Ukraine says major prisoner exchange with Russia underway
1287,5,2019-08-30 06:02:46,Fox News,Early court ruling sides with Johnson in fight to suspend Parliament
1288,5,2019-08-30 06:06:21,Reuters,UK's Raab says suspending parliament is lawful and proper
1289,10,2019-08-30 06:08:38,Yahoo! News,Madeleine Westerhout: Trump's long-time personal assistant resigns 'after leaking information about his family'
1290,13,2019-08-30 06:12:22,Reuters,China's Xi sees bigger role for joint energy exploration with Philippines
1291,7,2019-08-30 06:19:00,ABC News,'Start Here': Hurricane Dorian targets Florida and a DOJ watchdog rebukes Comey
1292,13,2019-08-30 06:19:08,Reuters,China CO2 emission targets at risk from U.S. trade war: official
1293,11,2019-08-30 06:26:55,Reuters,Ukraine president's office says no prisoner swap with Russia yet
1294,11,2019-08-30 06:29:10,The Washington Post,Ukraine denies reports of prisoner swap with Russia
1295,9,2019-08-30 06:30:32,National Review,G-7 Summit: Misinformed Action On Amazon Rainforest Fires
1296,1,2019-08-30 06:50:51,Reuters,French inflation eases to three-month low of 1.2%
1297,2,2019-08-30 06:57:32,Reuters,Australia's Great Barrier Reef in 'very poor' condition: agency
1298,14,2019-08-30 06:59:51,Yahoo! News,"Hong Kong democracy activists arrested, protest march banned"
1299,12,2019-08-30 07:03:07,The Guardian,Google says hackers have put 'monitoring implants' in iPhones for years
1300,0,2019-08-30 07:51:48,Reuters,Indian state on alert ahead of publication of citizenship register
1301,4,2019-08-30 07:54:54,Yahoo! News,Iran oil tanker sought by US again says it will go to Turkey
1302,7,2019-08-30 07:56:50,USA Today,5 things to know Friday
1303,3,2019-08-30 08:00:00,Yahoo! News,End of the Road Draws Near for Democrats Shut Out of Next Debate
1304,4,2019-08-30 08:12:03,The Washington Post,Prime minister says Pakistan will respond if India attacks
1305,13,2019-08-30 08:32:50,The Washington Post,China expels Wall Street Journal reporter over coverage of Xi’s family
1306,0,2019-08-30 08:35:11,The Washington Post,About 100 migrants jump fences into Spanish African enclave
1307,11,2019-08-30 08:42:15,Reuters,Location for additional U.S. troops in Poland already agreed: minister
1308,5,2019-08-30 08:46:07,The Guardian,"Johnson has no credible replacement for backstop, deputy taoiseach says"
1309,12,2019-08-30 08:47:53,The Guardian,Woman who gave birth alone in Denver jail cell sues city authorities
1310,14,2019-08-30 08:50:29,National Review,Hong Kong Democracy Protest Leaders Arrested
1311,0,2019-08-30 08:51:19,Reuters,Italy disembarks some migrants from rescue ship Mare Jonio but won't lift ban
1312,1,2019-08-30 08:52:23,Reuters,Euro at one-month low vs dollar; yuan set for worst month since 1994
1313,5,2019-08-30 08:58:54,Reuters,Former UK PM Major joins legal action to block Johnson suspending parliament
1314,4,2019-08-30 08:59:14,Reuters,"Iranian tanker headed to Lebanon, not Turkey: Turkish minister"
1315,5,2019-08-30 08:59:26,The Guardian,Johnson wants us to feel outrage. Let’s take back control - starting with ourselves
1316,0,2019-08-30 09:01:18,The Washington Post,The Latest: Migrants arrives in Spain after Italian standoff
1317,5,2019-08-30 09:14:54,Reuters,Former PM Major joins legal action to block Johnson suspending parliament
1318,1,2019-08-30 09:21:20,The Washington Post,Weak European inflation bolsters case for stimulus
1319,0,2019-08-30 09:21:48,Reuters,Over 150 migrants storm through Spain's enclave fence
1320,6,2019-08-30 09:22:16,The Washington Post,Uganda: Traveling girl from Congo dies of Ebola
1321,2,2019-08-30 09:23:24,HuffPost,"Outlook For The Great Barrier Reef Is Now 'Very Poor,' Australian Government Says"
1322,2,2019-08-30 09:23:24,Yahoo! News,"Outlook For The Great Barrier Reef Is Now 'Very Poor,' Australian Government Says"
1323,0,2019-08-30 09:24:26,Reuters,Spanish warship with migrants arrives in Spain after Italy row
1324,11,2019-08-30 09:25:45,Yahoo! News,Trump cancelling Poland trip is a blow for ruling populists
1325,5,2019-08-30 09:26:11,The Washington Post,Scottish court rejects legal challenge aimed at blocking British Prime Minister Boris Johnson from suspending Parliament
1326,14,2019-08-30 09:29:32,The Guardian,Hong Kong protests: three key activists profiled
1327,5,2019-08-30 09:29:35,HuffPost,Legal Bid To Block Boris Johnson's Parliament Suspension Fails
1328,14,2019-08-30 09:32:11,The Washington Post,Pro-democracy group: Hong Kong activists Joshua Wong and Agnes Chow have been granted bail after their morning arrests
1329,5,2019-08-30 09:32:21,Reuters,Scottish court rejects interim block on parliament suspension but to hear arguments
1330,4,2019-08-30 09:34:17,The Washington Post,Lebanese bank denies doing banking activities for Hezbollah
1331,5,2019-08-30 09:36:28,The Washington Post,The Latest: Court rejects bid to block parliament suspension
1332,1,2019-08-30 09:37:13,The Washington Post,Weak European inflation bolsters case for stimulus
1334,4,2019-08-30 09:44:06,Reuters,Lebanon not informed about route of Iranian tanker: finance minister
1335,5,2019-08-30 09:46:21,Reuters,Factbox: UK government ensnared in court battles over suspending parliament
1336,12,2019-08-30 09:47:00,Fox News,iPhone hack attack: Google says hackers placed 'monitoring implants' in iPhones
1337,7,2019-08-30 09:48:35,The Washington Post,10 Things to Know for Today
1338,3,2019-08-30 09:49:56,Slate,DNC to Block Iowa Democrats’ Plan to Hold “Virtual Caucus” for Presidential Vote
1339,1,2019-08-30 09:56:59,Reuters,"UPDATE 1-Euro zone inflation unchanged in August, more ammo for ECB to ease monetary policy"
1340,1,2019-08-30 10:00:01,Reuters,"Euro zone inflation unchanged in August, more ammo for ECB to ease monetary policy"
1341,4,2019-08-30 10:00:23,Reuters,Lebanon banking sector can withstand U.S. sanctions -finance minister
1342,15,2019-08-30 10:00:41,The Washington Post,Inspector general report on Comey exposes the hypocrisy of the ‘Russia Hoax’ crowd
